,twitch_video_id,user_id,user_login,title,created_at,url,view_count,language,duration,muted_segments
0,2270129255,105216984,sarahbridgewater,Picking apples and making apple crisp with @Hitch | Day 3 | Canada| !Art !royal,2024-10-07T19:28:53Z,https://www.twitch.tv/videos/2270129255,5951,en,3h41m13s,
