,twitch_video_id,user_id,user_login,title,created_at,url,view_count,language,duration,muted_segments
0,2243819406,24411833,gigguk,NIKKE,2024-09-06T04:25:14Z,https://www.twitch.tv/videos/2243819406,1296,en,2h3m0s,
1,2267254251,24411833,gigguk,Highlight: JUDGING YOUR HOTTEST ANIME TAKES,2024-10-04T09:01:30Z,https://www.twitch.tv/videos/2267254251,996,en,2h22m16s,
