,twitch_video_id,user_id,user_login,title,created_at,url,view_count,language,duration,muted_segments
0,2268149820,62300805,nymn,ฅᨐฅ CATURDAY 🐾 | MORE community horror games today!! 👻😨 | !geekom,2024-10-05T11:04:43Z,https://www.twitch.tv/videos/2268149820,29107,en,6h47m20s,
1,2269031584,62300805,nymn,"🌞👏 Sun-Day | 🎞️ Movie night, 5.30PM CEST! 🍿  | !geekom",2024-10-06T11:08:33Z,https://www.twitch.tv/videos/2269031584,21863,en,4h22m10s,
