,twitch_video_id,user_id,user_login,title,created_at,url,view_count,language,duration,muted_segments
0,2037918625,494543675,lacy,Highlight: JYNXZI EDATE (NO ADS) - [insta/snap Lacy.Himself] | !Nominate,2024-01-20T03:43:23Z,https://www.twitch.tv/videos/2037918625,600,en,2h51m55s,
1,2263253866,494543675,lacy,Highlight: 🔥 FAZEATHON DAY 28/30 🔥 2 DAYS LEFT 🔥 HANDCUFFED TO ANNA LATER 🔥 !GFUEL HOUSE 🔥 SUBS 30% OFF + BONUS SUBS 🔥 | !sub !subgoal !po,2024-09-29T09:15:21Z,https://www.twitch.tv/videos/2263253866,1568,en,1h17m36s,
2,2264499602,494543675,lacy,Highlight: 🔥 FAZEATHON DAY 29/30 🔥 LAST FULL DAY 🔥 SUBS 30% OFF + BONUS SUBS 🔥 | !sub !subgoal !po,2024-09-30T21:54:39Z,https://www.twitch.tv/videos/2264499602,4203,en,28m24s,
