,twitch_video_id,user_id,user_login,title,created_at,url,view_count,language,duration,muted_segments
0,2268304841,128440061,zentreya,👻 SHOCKTOBER 👻 MULTI-HORROR GAME DAY + CRYPTOZOOLOGY & SCP | !bits !tts | #VSHOJO,2024-10-05T15:39:11Z,https://www.twitch.tv/videos/2268304841,116186,en,9h52m50s,
1,2269190654,128440061,zentreya,👻 SHOCKTOBER 👻 UFO ABDUCTIONS + CRYPTOZOOLOGY + MULTI HORROR GAMES  | !bits !tts | #VSHOJO,2024-10-06T15:43:38Z,https://www.twitch.tv/videos/2269190654,80825,en,6h38m6s,
