,twitch_video_id,user_id,user_login,title,created_at,url,view_count,language,duration,muted_segments
0,2267982339,1057785822,michimochievee,🔴 WHY IS IT OCTOBER ALREADY AAAAAAAAA | !merch !tts !game !discord !collab,2024-10-05T03:59:39Z,https://www.twitch.tv/videos/2267982339,50659,en,8h36m53s,
1,2268858892,1057785822,michimochievee,🔴 FIRST TIME PLAYING POKEMON BLACK  WHITE - pt. 2 !! - GO DIARHEA! VENTURE!!! | !merch !tts !game !discord !collab,2024-10-06T03:59:19Z,https://www.twitch.tv/videos/2268858892,57793,en,9h28m30s,
