,twitch_video_id,user_id,user_login,title,created_at,url,view_count,language,duration,muted_segments
0,2269909090,22562338,buffpup,IT'S TIME FOR PUPTANK | !puptank !GG !shop !vcord | #VCHIBAN |,2024-10-07T14:02:20Z,https://www.twitch.tv/videos/2269909090,45040,en,5h45m27s,
