,twitch_video_id,user_id,user_login,title,created_at,url,view_count,language,duration,muted_segments
0,2122875069,471218475,carolinekwan,"(Apr 10, 2024) RDJ interview/mel gibson's past | disturbing astrology influencer murder | jojo siwa walks back gay pop comments | A DAY OUT",2024-04-18T06:55:54Z,https://www.twitch.tv/videos/2122875069,31,en,6h34m54s,
