,twitch_video_id,user_id,user_login,title,created_at,url,view_count,language,duration,muted_segments
0,2270177330,41809323,misterarther,⭐️ setting up @fanfan ’s room ⭐️ with @itskatchii and @claraatwork,2024-10-07T20:37:28Z,https://www.twitch.tv/videos/2270177330,225403,en,4h36m54s,
