,twitch_video_id,user_id,user_login,title,created_at,url,view_count,language,duration,muted_segments
0,2269658932,45098797,cdawgva,JERMA MADE ME PLAY THIS... | !merch !rv !roomreviews !submissions,2024-10-07T02:31:20Z,https://www.twitch.tv/videos/2269658932,126246,en,6h25m1s,
