,twitch_video_id,user_id,user_login,title,created_at,url,view_count,language,duration,muted_segments
0,2268502286,632564662,chibidoki,💕JOIN IF YOU'RE CRINGE! 💕 MOO DENG... AMONG US... CHAOS ALL DAY! | 100 bits TTS !collab !newvid,2024-10-05T19:24:20Z,https://www.twitch.tv/videos/2268502286,42465,en,4h18m10s,
