,twitch_video_id,user_id,user_login,title,created_at,url,view_count,language,duration,muted_segments
0,2241249638,107117952,jasontheween,Highlight: 🔴DAY 1 SUBATHON🔴30% OFF SUBTEMBER🔴EPICNESS🔴BELIEVE IT!🔴 !subtember !goals,2024-09-03T02:28:00Z,https://www.twitch.tv/videos/2241249638,6895,en,5m27s,
