,twitch_video_id,user_id,user_login,title,created_at,url,view_count,language,duration,muted_segments
0,2269709084,247808909,qtcinderella,APPLE MUFFIN !BAKEALONG | !yt !podcast,2024-10-07T04:11:05Z,https://www.twitch.tv/videos/2269709084,152340,en,3h33m20s,
