,twitch_video_id,user_id,user_login,title,created_at,url,view_count,language,duration,muted_segments
0,2269891093,249820319,thestockguy,Obesity in America is falling | !ads !discord !platform !FreeStocks,2024-10-07T13:26:07Z,https://www.twitch.tv/videos/2269891093,19770,en,3h44m25s,
