,twitch_video_id,user_id,user_login,title,created_at,url,view_count,language,duration,muted_segments
0,2268226719,25677980,deansocool,Den Zel Shiesty| UPDATE 4.5???? | !TwitterCom | @deansocool all socials,2024-10-05T13:34:05Z,https://www.twitch.tv/videos/2268226719,48919,en,6h25m35s,
1,2269876282,25677980,deansocool,Den Zel Shiesty| UPDATE 4.5???? | !TwitterCom | @deansocool all socials,2024-10-07T12:55:51Z,https://www.twitch.tv/videos/2269876282,68496,en,9h30m16s,
