,twitch_video_id,user_id,user_login,title,created_at,url,view_count,language,duration,muted_segments
0,2268162189,178238725,aircool,LAST DAY IN MADRID SPAIN| !bc !pd | !newvid !snap,2024-10-05T11:33:43Z,https://www.twitch.tv/videos/2268162189,29887,en,6h14m24s,
1,2269737824,178238725,aircool,SHORT STREAM BACK IN THE STATES | !bc !pd | !newvid !snap,2024-10-07T05:28:40Z,https://www.twitch.tv/videos/2269737824,11386,en,2h56m0s,
