,twitch_video_id,user_id,user_login,title,created_at,url,view_count,language,duration,muted_segments
0,2078214409,159498717,jinnytty,Charity Stream with Alveus Sanctuary and Maya !!!!!!!! | !vods for past streams,2024-03-01T18:58:40Z,https://www.twitch.tv/videos/2078214409,8638,en,1h45m44s,
