,id,url,broadcaster_id,broadcaster_name,creator_id,creator_name,video_id,game_id,language,title,view_count,created_at,duration,is_featured
0,SavoryGentleHerbsUncleNox-QCOPoB89_0RuKGkq,https://clips.twitch.tv/SavoryGentleHerbsUncleNox-QCOPoB89_0RuKGkq,687186861,DeshaeFrost,191948216,OnlyOmari,,509658,en,"""YOU GOT A BUMP YET""😭😭",19741,2024-10-04T23:07:10Z,24.0,True
1,NimbleRespectfulCookieTBCheesePull-I7P-C30H5NXCGKQi,https://clips.twitch.tv/NimbleRespectfulCookieTBCheesePull-I7P-C30H5NXCGKQi,687186861,DeshaeFrost,191948216,OnlyOmari,,509658,en,SHE GASSING THE ROOM 😭,7583,2024-10-04T20:48:39Z,38.1,True
2,DifficultBigLarkPJSugar-dCA5ZSlGaloM9JHL,https://clips.twitch.tv/DifficultBigLarkPJSugar-dCA5ZSlGaloM9JHL,687186861,DeshaeFrost,191948216,OnlyOmari,,509658,en,😭😭,3833,2024-10-04T19:43:10Z,30.0,True
3,KathishBillowingYakinikuSmoocherZ-CRhM5F3uo_RHzQKk,https://clips.twitch.tv/KathishBillowingYakinikuSmoocherZ-CRhM5F3uo_RHzQKk,687186861,DeshaeFrost,191948216,OnlyOmari,,509658,en,EWW 😭😭😭,3437,2024-10-04T20:45:34Z,32.3,True
4,SlickSourAppleAllenHuhu-XUXY5BvTSwH1eeKc,https://clips.twitch.tv/SlickSourAppleAllenHuhu-XUXY5BvTSwH1eeKc,687186861,DeshaeFrost,191948216,OnlyOmari,,509658,en,4K 😭,2579,2024-10-03T23:22:55Z,44.7,True
5,MotionlessShakingElkHeyGuys-Q-razobZR09fMlFq,https://clips.twitch.tv/MotionlessShakingElkHeyGuys-Q-razobZR09fMlFq,687186861,DeshaeFrost,191948216,OnlyOmari,,509658,en,LMAOO,2415,2024-10-04T19:44:36Z,60.0,True
6,CooperativePoorBeePeteZaroll-_0O84gA5DctxgtQp,https://clips.twitch.tv/CooperativePoorBeePeteZaroll-_0O84gA5DctxgtQp,687186861,DeshaeFrost,264123567,InvisibleEli_,,509658,en,lmao,1281,2024-10-04T19:44:15Z,47.9,True
7,BeautifulRelievedMallardUnSane-RWsY3HEu5hSCAIBP,https://clips.twitch.tv/BeautifulRelievedMallardUnSane-RWsY3HEu5hSCAIBP,687186861,DeshaeFrost,446192800,ImCadenDM,2270086407,509658,en,LMAOOO,1067,2024-10-07T23:26:54Z,19.2,False
8,FitShakingBurritoItsBoshyTime-aexrUhZiwCif8GB_,https://clips.twitch.tv/FitShakingBurritoItsBoshyTime-aexrUhZiwCif8GB_,687186861,DeshaeFrost,1097507355,jameschave,,509658,en,DESHAE FROST X EKANE 24 HOURS!! PULL UP!!,591,2024-10-04T19:40:50Z,30.0,False
9,AliveFunRaisinRalpherZ-VYG5M5E1HjC03kBl,https://clips.twitch.tv/AliveFunRaisinRalpherZ-VYG5M5E1HjC03kBl,687186861,DeshaeFrost,701584680,jasminesalgado1015,,509658,en,DESHAE FROST X EKANE 24 HOURS!! PULL UP!! 18+,431,2024-10-04T22:09:30Z,30.0,False
10,QuaintTalentedReubenRiPepperonis-HIwfzk4IvjKF8gKG,https://clips.twitch.tv/QuaintTalentedReubenRiPepperonis-HIwfzk4IvjKF8gKG,687186861,DeshaeFrost,725781284,pimdmoody,,509658,en,COME TALK TO ME! BIG 24 HOUR STREAM TOMORROW! SMELL LIKE MYSTERY!,415,2024-10-03T22:12:25Z,26.0,False
11,FuriousTallPieMikeHogu-sWbhAupm1iSexFYa,https://clips.twitch.tv/FuriousTallPieMikeHogu-sWbhAupm1iSexFYa,687186861,DeshaeFrost,1100196062,th3cliptv,,509658,en,When she tells you to pull out:,381,2024-10-05T00:29:59Z,23.1,False
12,SecretiveRudeCrowHeyGirl-7fhWatM34D5lLHoN,https://clips.twitch.tv/SecretiveRudeCrowHeyGirl-7fhWatM34D5lLHoN,687186861,DeshaeFrost,1050582011,JayBlvze,,509658,en,DESHAE FROST X EKANE 24 HOURS!! PULL UP!! 18+,341,2024-10-04T21:51:13Z,28.0,False
13,BitterTallWasabiPeteZaroll-wdVBbr8pSWMTSzYo,https://clips.twitch.tv/BitterTallWasabiPeteZaroll-wdVBbr8pSWMTSzYo,687186861,DeshaeFrost,128030161,troublekid14,,509658,en,Lmfao ,293,2024-10-01T23:41:41Z,30.0,False
14,ResilientPoisedSpiderVoHiYo-2SNr5x-HlmzvzdKB,https://clips.twitch.tv/ResilientPoisedSpiderVoHiYo-2SNr5x-HlmzvzdKB,687186861,DeshaeFrost,126457151,SaucyBiscuitFingers,,509658,en,DESHAE FROST X EKANE 24 HOURS!! PULL UP!! 18++,289,2024-10-04T23:03:18Z,30.0,False
15,EnergeticBlatantUdonPermaSmug-7I5V1iWmKV1DC2Jb,https://clips.twitch.tv/EnergeticBlatantUdonPermaSmug-7I5V1iWmKV1DC2Jb,687186861,DeshaeFrost,743530025,soph_1531,,509658,en,DESHAE FROST X EKANE 24 HOURS!! PULL UP!! 18+,277,2024-10-05T04:22:47Z,30.0,False
16,HonestDelightfulPonyNotLikeThis-wiOJTP5eSu5iUsCx,https://clips.twitch.tv/HonestDelightfulPonyNotLikeThis-wiOJTP5eSu5iUsCx,687186861,DeshaeFrost,221860588,believeinjustice,,509658,en,saved,237,2024-10-04T19:48:50Z,60.0,False
17,AuspiciousHilariousTapirDancingBaby-BVDJG0XFt3hvyx4_,https://clips.twitch.tv/AuspiciousHilariousTapirDancingBaby-BVDJG0XFt3hvyx4_,687186861,DeshaeFrost,769578105,cisccoo,,509658,en,LMAO,221,2024-10-04T20:16:11Z,30.0,False
