,id,url,broadcaster_id,broadcaster_name,creator_id,creator_name,video_id,game_id,language,title,view_count,created_at,duration,is_featured
0,IronicCarefulKuduLitty-Eh9egzHMKK3e1KlD,https://clips.twitch.tv/IronicCarefulKuduLitty-Eh9egzHMKK3e1KlD,64140092,LaynaLazar,100110330,BloodScribeZomBree,2269290729,2058570718,en,"Yeah, We Saw That",1229,2024-10-06T19:50:31Z,41.2,False
1,InventiveDrabConsoleMrDestructoid-A63BZQfQ0M7Pru6f,https://clips.twitch.tv/InventiveDrabConsoleMrDestructoid-A63BZQfQ0M7Pru6f,64140092,LaynaLazar,100110330,BloodScribeZomBree,2269290729,2058570718,en,DADDY,1131,2024-10-06T20:32:21Z,30.0,False
2,AdventurousConcernedAmazonKlappa-1GEuwfTzA4WXX9Y5,https://clips.twitch.tv/AdventurousConcernedAmazonKlappa-1GEuwfTzA4WXX9Y5,64140092,LaynaLazar,100110330,BloodScribeZomBree,2269290729,2058570718,en,ThatOne Broke Her Heartrate Monitor,731,2024-10-07T02:18:41Z,30.0,False
3,OilyBrightDoveOhMyDog-pl6NOhARwFQhDu2o,https://clips.twitch.tv/OilyBrightDoveOhMyDog-pl6NOhARwFQhDu2o,64140092,LaynaLazar,100110330,BloodScribeZomBree,2270111639,2058570718,en,This Was Such A Good Idea,665,2024-10-07T21:03:36Z,30.0,False
4,SpineyRelentlessEyeballSpicyBoy--VUIKt4NfOSc3VLV,https://clips.twitch.tv/SpineyRelentlessEyeballSpicyBoy--VUIKt4NfOSc3VLV,64140092,LaynaLazar,100110330,BloodScribeZomBree,2268464633,2058570718,en,The Gacha P***y,581,2024-10-05T21:35:12Z,60.0,False
5,RoundFaithfulCheeseJonCarnage-VxU93Q8ln3mWq3w6,https://clips.twitch.tv/RoundFaithfulCheeseJonCarnage-VxU93Q8ln3mWq3w6,64140092,LaynaLazar,456580889,EnottAfanka,,343122724,en,Layna reacts to Evil,565,2024-10-01T22:50:26Z,60.0,False
6,ClearAnnoyingSoymilkSmoocherZ-EI_hhJk7xiercCLc,https://clips.twitch.tv/ClearAnnoyingSoymilkSmoocherZ-EI_hhJk7xiercCLc,64140092,LaynaLazar,57501092,Konbo,2270111639,2058570718,en,Layna thoughts on collabing with Evil and Neuro,521,2024-10-07T19:48:01Z,43.3,False
7,FuriousTolerantCocoaRiPepperonis-kYF2u_aJOoptNdYy,https://clips.twitch.tv/FuriousTolerantCocoaRiPepperonis-kYF2u_aJOoptNdYy,64140092,LaynaLazar,100110330,BloodScribeZomBree,2269290729,2058570718,en,The Perfect Reveal,491,2024-10-06T21:37:21Z,30.0,False
8,TubularOriginalRutabagaRuleFive-Jt9p7IsStBhJaWec,https://clips.twitch.tv/TubularOriginalRutabagaRuleFive-Jt9p7IsStBhJaWec,64140092,LaynaLazar,100110330,BloodScribeZomBree,2270111639,2058570718,en,Aunt Laynz,451,2024-10-07T19:49:01Z,38.2,False
9,IronicStrongTitanAliens-swcqpIw_ZH92KEg2,https://clips.twitch.tv/IronicStrongTitanAliens-swcqpIw_ZH92KEg2,64140092,LaynaLazar,47268099,CluxDX,2269290729,2058570718,en,Bugcheck,339,2024-10-06T21:02:54Z,30.0,False
