,id,url,broadcaster_id,broadcaster_name,creator_id,creator_name,video_id,game_id,language,title,view_count,created_at,duration,is_featured
0,FairDarlingFungusPanicVis-LdyS70dtETDPuS2q,https://clips.twitch.tv/FairDarlingFungusPanicVis-LdyS70dtETDPuS2q,95304188,Zoil,177802202,T0rb1kea,,1269041770,en,pizza rider #2 clocking in for duty,533,2024-10-04T17:07:00Z,30.0,False
1,CovertAwkwardDumplingsPMSTwin-oDVyJrVH4sz5bP_x,https://clips.twitch.tv/CovertAwkwardDumplingsPMSTwin-oDVyJrVH4sz5bP_x,95304188,Zoil,57619839,nortonx3,,509658,en,"EVER SINCE I WAS A JIT, KNEW I WAS THE SHIT",295,2024-10-02T14:59:54Z,25.9,False
2,DeterminedIntelligentYakOptimizePrime-_UHvNi-IYf_mrCqk,https://clips.twitch.tv/DeterminedIntelligentYakOptimizePrime-_UHvNi-IYf_mrCqk,95304188,Zoil,163069821,queenspanker,,509658,en,rime,289,2024-10-06T16:06:47Z,17.4,False
3,BumblingUnsightlyArtichokePhilosoraptor-BX2ffl3VZ175DaiA,https://clips.twitch.tv/BumblingUnsightlyArtichokePhilosoraptor-BX2ffl3VZ175DaiA,95304188,Zoil,898406501,DOINKege,,509658,en,what a snake,243,2024-10-07T19:07:23Z,9.7,False
4,ObservantPlumpCheesecakeBrainSlug-K1szK3U7IBm1W3Fs,https://clips.twitch.tv/ObservantPlumpCheesecakeBrainSlug-K1szK3U7IBm1W3Fs,95304188,Zoil,704760939,E_xamples,,509658,en,no way he fits WTF,177,2024-10-07T19:26:00Z,30.0,False
5,TawdryObliqueIguanaMau5-4oqW8RVAC2wu9-mO,https://clips.twitch.tv/TawdryObliqueIguanaMau5-4oqW8RVAC2wu9-mO,95304188,Zoil,702193793,Just_Ic0,,780302568,en,BANKAIIIII~~,149,2024-10-02T17:59:31Z,12.4,False
6,ObservantAverageBurritoKappaWealth-a2dE-Z-fy5-zGV0b,https://clips.twitch.tv/ObservantAverageBurritoKappaWealth-a2dE-Z-fy5-zGV0b,95304188,Zoil,63450535,phoenixmdz,,509658,en,SUCCESSFUL CAR ENGINEER LIVE,133,2024-10-06T16:07:03Z,26.0,False
7,AbstruseCrepuscularPineappleDxAbomb-4RNCK8or1mgXoBFx,https://clips.twitch.tv/AbstruseCrepuscularPineappleDxAbomb-4RNCK8or1mgXoBFx,95304188,Zoil,45745899,SappyNeet,,509658,en,CAUGHT,109,2024-10-01T15:38:11Z,30.0,False
8,MagnificentProtectiveGoshawkRalpherZ-UYps4GlGN-9ckT8Z,https://clips.twitch.tv/MagnificentProtectiveGoshawkRalpherZ-UYps4GlGN-9ckT8Z,95304188,Zoil,1152784035,zoilmoments,,509658,en,Zoil plays with feet,109,2024-10-03T20:02:48Z,30.0,False
9,LightRockyDillCoolStoryBob-f63EN1t6lVfTLTxH,https://clips.twitch.tv/LightRockyDillCoolStoryBob-f63EN1t6lVfTLTxH,95304188,Zoil,49202320,Mulface,,509658,en,fat on fat crime,99,2024-10-02T14:57:08Z,42.0,False
10,AgileCooperativeDadBCWarrior-dslwQScHcGYQPziN,https://clips.twitch.tv/AgileCooperativeDadBCWarrior-dslwQScHcGYQPziN,95304188,Zoil,105176370,InternationalMienshaoCafe,,509658,en,oops,95,2024-10-06T17:51:43Z,26.0,False
11,SwissKawaiiCroissantHassaanChop-RdbvmfJHsic9ywg0,https://clips.twitch.tv/SwissKawaiiCroissantHassaanChop-RdbvmfJHsic9ywg0,95304188,Zoil,68393533,deatron,,509658,en,woah,83,2024-10-07T17:04:53Z,5.0,False
12,CogentSarcasticEggPastaThat-Xa6mIGfwtX5gEP8K,https://clips.twitch.tv/CogentSarcasticEggPastaThat-Xa6mIGfwtX5gEP8K,95304188,Zoil,704760939,E_xamples,,509658,en,what a fail...,73,2024-10-06T16:27:18Z,21.6,False
13,RespectfulCourageousPlumOMGScoots-SFjHUFie3T4qDU_I,https://clips.twitch.tv/RespectfulCourageousPlumOMGScoots-SFjHUFie3T4qDU_I,95304188,Zoil,820594220,ItsCucumberr,,509658,en,Zoil explains why he's still a virgin,63,2024-10-04T16:36:16Z,6.3,False
14,CleanAnnoyingStorkNerfBlueBlaster-0fz-ap17RCaJgjGG,https://clips.twitch.tv/CleanAnnoyingStorkNerfBlueBlaster-0fz-ap17RCaJgjGG,95304188,Zoil,458849551,GRXVlI,,509658,en,python,61,2024-10-07T18:48:01Z,30.7,False
15,AdorableScrumptiousCobraMVGame-IKT_9JzjHNIvX7U0,https://clips.twitch.tv/AdorableScrumptiousCobraMVGame-IKT_9JzjHNIvX7U0,95304188,Zoil,247910592,phlongstas,,780302568,en,ZONED OUT,57,2024-10-02T17:46:50Z,12.0,False
16,KitschySpicyCurlewYouDontSay-FVhBSTE2gczlM5VK,https://clips.twitch.tv/KitschySpicyCurlewYouDontSay-FVhBSTE2gczlM5VK,95304188,Zoil,662818453,egboy22,,394838933,en,freak ass bro,57,2024-10-06T19:12:25Z,8.9,False
17,YummyHardWalrusPoooound-iyx6epklZGqoP7OY,https://clips.twitch.tv/YummyHardWalrusPoooound-iyx6epklZGqoP7OY,95304188,Zoil,646099598,gwanko,,1269041770,en,Poor pig,57,2024-10-04T16:59:06Z,18.0,False
18,SwissRespectfulPigAllenHuhu-icz3DO7kask8d9X5,https://clips.twitch.tv/SwissRespectfulPigAllenHuhu-icz3DO7kask8d9X5,95304188,Zoil,141807190,GRlFFlN_,,509658,en,pizza rider #2 clocking in for duty,53,2024-10-04T15:26:36Z,30.0,False
19,WildTenaciousSalamanderDxAbomb-LoWNdrJPq_27XexD,https://clips.twitch.tv/WildTenaciousSalamanderDxAbomb-LoWNdrJPq_27XexD,95304188,Zoil,1152784035,zoilmoments,,509658,en,Zoil titanic,39,2024-10-03T19:41:30Z,24.3,False
