,id,url,broadcaster_id,broadcaster_name,creator_id,creator_name,video_id,game_id,language,title,view_count,created_at,duration,is_featured
0,GoodIronicCardKappaPride-C4AXVJllB9Bt2AiO,https://clips.twitch.tv/GoodIronicCardKappaPride-C4AXVJllB9Bt2AiO,891810381,nahyunworld,92029218,ppsong228,2267972979,509658,en,Hobby Reveal: Showing Myself To The Public,16213,2024-10-05T16:20:46Z,7.3,False
1,SteamyUnsightlyPresidentRedCoat-zn5frT2Xx8H5Dsm8,https://clips.twitch.tv/SteamyUnsightlyPresidentRedCoat-zn5frT2Xx8H5Dsm8,891810381,nahyunworld,91980206,LEBRON3CHAMPS,,509658,en,Shake It Off - Cutesy Version,5209,2024-10-03T01:10:51Z,34.7,False
2,TiredZanyPheasantLeeroyJenkins-jG7g_vKHYI5f1bwR,https://clips.twitch.tv/TiredZanyPheasantLeeroyJenkins-jG7g_vKHYI5f1bwR,891810381,nahyunworld,479082882,Nthouse01,,509658,en,Clip Me,1539,2024-10-05T21:33:06Z,30.0,False
3,AnimatedGenerousSalmonTriHard-EJ4Yq_R099UZqGTC,https://clips.twitch.tv/AnimatedGenerousSalmonTriHard-EJ4Yq_R099UZqGTC,891810381,nahyunworld,92029218,ppsong228,2267972979,509658,en,Cleaning Or Moving Things Back & Forth?,1281,2024-10-05T19:56:21Z,60.0,False
4,AbnegateCrowdedShieldCclamChamp-Ms6U61DadQx--Q6H,https://clips.twitch.tv/AbnegateCrowdedShieldCclamChamp-Ms6U61DadQx--Q6H,891810381,nahyunworld,41196682,StudioGenesisAU,,509658,en,Perfect Freeze Frame,1207,2024-10-07T09:11:36Z,5.0,False
5,SlipperyPiliableOrangeKAPOW--HxWkYtWSGIbz-jb,https://clips.twitch.tv/SlipperyPiliableOrangeKAPOW--HxWkYtWSGIbz-jb,891810381,nahyunworld,53905848,Drakeina,,509658,en,Floating Head,1061,2024-10-02T12:06:28Z,11.4,False
6,AbnegateNaiveYakRalpherZ-zy5vNBb_L_OB1z9c,https://clips.twitch.tv/AbnegateNaiveYakRalpherZ-zy5vNBb_L_OB1z9c,891810381,nahyunworld,149885471,JASONnPIZZA,,509658,en,Jacuzzi Bubble Beard,939,2024-10-02T11:18:35Z,36.1,False
7,BrainyInterestingKittenEleGiggle-nysUqsZr2f0ytSw-,https://clips.twitch.tv/BrainyInterestingKittenEleGiggle-nysUqsZr2f0ytSw-,891810381,nahyunworld,1154124657,civictyper88,,509658,en,Bye @Nthouse01,547,2024-10-01T07:11:12Z,18.3,False
8,HeartlessSassyHorseShadyLulu-EYw9EFYkbdk6T0nB,https://clips.twitch.tv/HeartlessSassyHorseShadyLulu-EYw9EFYkbdk6T0nB,891810381,nahyunworld,92029218,ppsong228,2267972979,509658,en,I Need To Get Punished,427,2024-10-05T20:15:15Z,11.0,False
9,DifficultAmazonianDonutSaltBae-2NdMahYpbylqRQOu,https://clips.twitch.tv/DifficultAmazonianDonutSaltBae-2NdMahYpbylqRQOu,891810381,nahyunworld,149885471,JASONnPIZZA,,509658,en,Do You Want To Come Over?,335,2024-10-07T09:06:29Z,12.2,False
10,CleanGentlePassionfruitKAPOW-3TqfKjn9R16-R7ro,https://clips.twitch.tv/CleanGentlePassionfruitKAPOW-3TqfKjn9R16-R7ro,891810381,nahyunworld,92029218,ppsong228,2267972979,509658,en,This Streamer Used To Be So Innocent,285,2024-10-05T16:49:26Z,46.7,False
11,SpunkyTallRabbitDendiFace-vd6Wf0p1MzAfbMl8,https://clips.twitch.tv/SpunkyTallRabbitDendiFace-vd6Wf0p1MzAfbMl8,891810381,nahyunworld,91980206,LEBRON3CHAMPS,,509658,en,Cringe Mandarin Rizz,261,2024-10-07T08:50:51Z,60.0,False
12,AmazonianTallDragonOMGScoots-1S1BHQGeYauYY4pS,https://clips.twitch.tv/AmazonianTallDragonOMGScoots-1S1BHQGeYauYY4pS,891810381,nahyunworld,164650572,kutrang,,509658,en,Thank You~! @fyreball23,183,2024-10-01T10:03:23Z,35.5,False
13,HelplessResourcefulChickenImGlitch-Eass6CjGLzbVYrLT,https://clips.twitch.tv/HelplessResourcefulChickenImGlitch-Eass6CjGLzbVYrLT,891810381,nahyunworld,41196682,StudioGenesisAU,,518213,en,Is @Landy A Boy Or A Girl?,167,2024-10-07T14:22:34Z,19.2,False
14,ClumsyLitigiousMacaroniCeilingCat-nHtyU6YE5a3Vb3_w,https://clips.twitch.tv/ClumsyLitigiousMacaroniCeilingCat-nHtyU6YE5a3Vb3_w,891810381,nahyunworld,53905848,Drakeina,,509658,en,Tosun Family,137,2024-10-05T21:43:02Z,38.6,False
15,LaconicShortBarracudaPartyTime-y-geM0Z7rhUasnvx,https://clips.twitch.tv/LaconicShortBarracudaPartyTime-y-geM0Z7rhUasnvx,891810381,nahyunworld,164650572,kutrang,,509658,en,Hey,101,2024-10-04T02:09:44Z,27.9,False
16,FastDoubtfulCobraFutureMan-led9HcPgADNpuT3F,https://clips.twitch.tv/FastDoubtfulCobraFutureMan-led9HcPgADNpuT3F,891810381,nahyunworld,91980206,LEBRON3CHAMPS,,509658,en,Eat With Me | Dak Kalbi (닭갈비)~!,93,2024-10-01T07:39:11Z,60.0,False
